Product_ID,Product_Name,Product_Description,Ingredients,Claims,Packaging_Type,Packaging_Recyclable,Contains_Chemicals,Organic_Claim,Vegan_Claim,Cruelty_Free,Biodegradable,Carbon_Footprint_Level,Country_of_Origin,Price_INR,Shelf_Life_Months,Consumer_Rating,Eco_Label_Class
F035,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Metal,Yes,No,Yes,Yes,No,No,Low,India,332,34,5,Not Eco
F081,Green Tea Bags,natural green tea pack,Green tea leaves,Antioxidant rich,Plastic,No,Yes,Yes,Yes,Yes,Yes,Medium,India,163,6,4.2,Not Eco
F090,Organic Pulses,Naturally grown pulses,lentils,Organic farming batch,Paper,No,Yes,No,Yes,Yes,Yes,Low,India,199,14,4.9,Not Eco
F008,Cooking Oil,Refined sunflower oil,Sunflower oil,Light and healthy,Metal,No,No,Yes,No,Yes,No,High,India,,57,,Not Eco
F093,,Naturally grown pulses,Lentils pack,Organic farming,Glass,Yes,No,No,No,No,No,High,India,558,29,4,Eco
F154,Packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked,Metal,Yes,No,No,Yes,No,Yes,Low,India,275,14,4.5,Not Eco
F090,Organic Pulses,Naturally grown pulses,Lentils,Organic farming,Paper,No,Yes,No,Yes,Yes,Yes,Low,India,199,14,4.9,Eco
F162,Organic Brown Rice,Whole grain organic rice,Brown rice,Organic certified,Metal,Yes,No,Yes,No,Yes,No,Low,India,561,12,5,Not Eco
F115,Chocolate Bar,Milk chocolate,"Sugar, cocoa pack",Rich taste,Metal,No,Yes,No,No,Yes,Yes,Medium,India,270,60,3.6,Eco
F105,Cooking Oil,Refined sunflower oil,Sunflower oil,Light and healthy,Glass,Yes,Yes,No,No,Yes,No,Low,India,495,31,4.8,Not Eco
F135,Cold Drink,Carbonated soft drink,"Sugar, water",refreshing,Plastic,No,No,No,No,No,Yes,Low,India,201,37,4.4,Eco
F196,organic Spice Mix,Traditional spice blend,Natural spices,No preservatives pack,Plastic,Yes,Yes,No,Yes,Yes,No,Medium,India,232,42,3.8,Eco
F058,Packaged Bread offer,Soft white bread,"Refined flour, yeast pack",Fresh baked,Glass,Yes,Yes,No,Yes,Yes,Yes,Low,India,568,9,,Not Eco
F114,,Whole grain organic rice,Brown rice,Organic certified,Paper,,No,No,Yes,No,No,Low,India,271,50,4.8,Not Eco
F075,Packaged Bread,,"Refined flour, yeast",Fresh baked,Metal,No,Yes,Yes,No,No,No,Medium,India,129,33,3.8,Eco
F157,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,,Yes,No,Yes,No,Yes,Yes,High,India,299,43,4.4,Eco
F120,Instant Noodles,Quick cook noodles offer,"refined flour, preservatives",Fast cooking,,No,No,No,Yes,No,Yes,Medium,India,261,13,4.2,Not Eco
F164,Organic Honey,Pure natural honey,Honey,No additives,Metal,No,Yes,No,No,No,Yes,Low,India,199,10,4.1,Not Eco
F021,Organic Spice Mix pack,Traditional spice blend,Natural spices,No preservatives,Glass,No,Yes,No,No,No,No,Medium,India,294,1,4.7,Eco
F164,Organic Honey,Pure natural honey,Honey,No additives,Metal,No,Yes,No,No,No,Yes,Low,India,199,10,4.1,Eco
F138,organic Brown Rice,Whole grain organic rice,Brown rice,Organic certified,Glass,Yes,No,Yes,No,No,No,Low,India,98,9,4.7,Not Eco
F101,Instant Noodles,,"Refined flour, preservatives",Fast cooking new,Paper,Yes,Yes,Yes,No,Yes,No,Low,India,95,2,4,Not Eco
F152,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking batch,Paper,Yes,Yes,Yes,Yes,No,Yes,Medium,India,344,46,4.4,Not Eco
F192,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,Paper,Yes,No,Yes,Yes,No,No,Low,India,115,20,4.3,Eco
F177,Green Tea Bags,Natural green tea,Green tea leaves,Antioxidant rich,Metal,No,No,Yes,Yes,Yes,No,Medium,India,320,41,4.3,Eco
F099,,Soft white bread,"refined flour, yeast",Fresh baked,Glass,Yes,Yes,No,No,Yes,No,High,India,35,52,5,Eco
F036,Organic Honey,Pure natural honey,honey offer,No additives,Glass,No,Yes,Yes,Yes,No,Yes,Low,India,268,23,4.9,Not Eco
F096,Green Tea Bags,Natural green tea,Green tea leaves,Antioxidant rich offer,Glass,Yes,No,Yes,No,Yes,Yes,Low,India,128,23,4,Not Eco
F152,Instant Noodles,Quick cook noodles,,Fast cooking,Paper,Yes,Yes,Yes,Yes,No,Yes,Medium,India,344,46,4.4,Not Eco
F151,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Paper,No,Yes,No,Yes,No,No,Medium,India,343,5,4.2,Eco
F190,Green Tea Bags,Natural green tea,green tea leaves,Antioxidant rich,Paper,No,Yes,Yes,No,Yes,No,Medium,India,105,17,3.6,Not Eco
F037,green Tea Bags batch,Natural green tea,Green tea leaves,Antioxidant rich pack,Metal,No,Yes,No,No,Yes,Yes,Medium,India,453,50,3.7,Not Eco
F012,Organic Brown Rice,Whole grain organic rice,Brown rice,Organic certified,Glass,,No,No,No,Yes,No,High,India,448,19,3.9,Not Eco
F113,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Glass,No,No,Yes,No,No,Yes,High,India,,28,3.7,Eco
F183,Packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked,Metal,Yes,No,Yes,No,Yes,No,High,India,537,24,4.8,Eco
F013,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,Paper,No,No,No,Yes,Yes,No,Medium,India,424,1,4.5,Eco
F023,Green Tea Bags,Natural green tea,Green tea leaves,Antioxidant rich offer,Paper,Yes,Yes,Yes,No,Yes,Yes,High,India,560,30,3.5,Eco
F099,Packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked,Glass,Yes,Yes,No,No,Yes,No,High,India,35,52,5,Eco
F105,Cooking Oil,Refined sunflower oil,Sunflower oil,Light and healthy,Glass,Yes,Yes,No,No,Yes,No,Low,India,495,31,4.8,Not Eco
F030,Cold Drink new,Carbonated soft drink,"Sugar, water",Refreshing,Metal,No,Yes,No,No,Yes,No,Medium,India,288,38,4.4,Not Eco
F017,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing pack,Metal,Yes,Yes,Yes,Yes,No,Yes,Medium,India,430,6,3.7,Eco
F113,Cold Drink,Carbonated soft drink,"Sugar, water offer",Refreshing,Glass,No,No,Yes,No,No,Yes,High,India,499,28,3.7,Not Eco
F062,Organic Pulses,Naturally grown pulses,Lentils pack,Organic farming,Glass,Yes,No,No,Yes,No,No,High,India,309,38,4.5,Eco
F084,,soft white bread offer,"Refined flour, yeast",Fresh baked,Metal,No,No,No,No,No,No,High,India,106,4,4.7,Eco
F112,Instant Noodles,Quick cook noodles new,"Refined flour, preservatives new",Fast cooking,Paper,No,Yes,Yes,No,No,No,High,India,217,8,3.7,Not Eco
F086,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,Metal,Yes,No,No,Yes,No,No,Low,India,72,14,4.3,Eco
F141,Instant Noodles,Quick cook noodles,"Refined flour, preservatives new",Fast cooking offer,Metal,No,Yes,Yes,Yes,No,No,Medium,India,157,43,4.5,Eco
F187,Organic Honey,Pure natural honey,Honey,No additives,Glass,Yes,No,Yes,Yes,No,No,Low,India,304,,4.5,Not Eco
F019,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Plastic,No,Yes,Yes,No,Yes,Yes,Low,India,349,20,4.8,Eco
F177,Green Tea Bags,Natural green tea,Green tea leaves,Antioxidant rich,Metal,No,No,Yes,Yes,Yes,No,Medium,India,320,41,4.3,Eco
F100,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,Glass,Yes,Yes,Yes,No,No,Yes,Medium,India,292,53,4.2,Eco
F140,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Metal,No,Yes,Yes,No,No,No,High,India,451,53,4.7,Not Eco
F189,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Glass,Yes,Yes,No,No,No,Yes,Low,India,195,60,3.9,Eco
F147,organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,,No,No,No,No,Yes,No,Low,India,349,18,3.6,Eco
F076,Organic Pulses,Naturally grown pulses,Lentils,organic farming,Paper,Yes,No,No,Yes,Yes,No,Medium,India,482,60,4.7,Eco
F009,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking new,Glass,,No,Yes,Yes,Yes,No,Medium,India,227,57,3.9,Eco
F199,Organic Pulses,Naturally grown pulses,,Organic farming,Paper,Yes,No,No,Yes,No,No,Medium,India,550,21,4.9,Not Eco
F028,Packaged Bread,Soft white bread,,Fresh baked batch,Metal,Yes,Yes,No,Yes,No,No,Low,India,334,54,4.5,Not Eco
F128,,Natural green tea new,Green tea leaves,Antioxidant rich,Paper,No,Yes,No,No,Yes,No,High,India,113,47,4.9,Not Eco
F052,Organic Honey,Pure natural honey batch,Honey,No additives,Metal,Yes,Yes,No,Yes,No,Yes,Medium,India,117,34,4,Not Eco
F083,Organic Honey,,Honey new,No additives,Paper,Yes,No,Yes,Yes,No,Yes,Medium,India,296,,3.9,Not Eco
F111,Organic Honey,Pure natural honey,Honey,No additives,Glass,No,Yes,No,Yes,Yes,Yes,High,India,317,2,4.2,Eco
F144,Organic Pulses,Naturally grown pulses,lentils,Organic farming,Glass,No,No,Yes,No,No,No,High,India,458,30,4.5,Eco
F117,Organic Pulses,Naturally grown pulses,Lentils offer,Organic farming,Metal,Yes,Yes,Yes,Yes,Yes,No,Low,India,177,59,4.1,Not Eco
F069,Organic Honey,Pure natural honey,,No additives,Paper,No,Yes,No,No,No,No,Low,India,132,39,4.7,Eco
F099,packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked pack,Glass,Yes,Yes,No,No,Yes,No,High,India,35,52,5,Eco
F140,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Metal,No,Yes,Yes,No,No,No,High,India,451,53,4.7,Not Eco
F025,Cold Drink,,"Sugar, water batch",Refreshing,Metal,No,No,No,Yes,No,No,Medium,India,294,54,4.2,Eco
F180,Green Tea Bags offer,Natural green tea,Green tea leaves pack,Antioxidant rich,Plastic,No,Yes,No,Yes,Yes,No,Medium,India,,10,4.3,Eco
F123,Cooking Oil,Refined sunflower oil new,Sunflower oil,Light and healthy,Glass,No,Yes,Yes,Yes,Yes,No,Low,India,134,30,4.6,Eco
F053,Organic Pulses,Naturally grown pulses,Lentils,Organic farming,Glass,Yes,No,No,Yes,Yes,No,Low,India,573,21,3.9,Eco
F151,Instant Noodles,Quick cook noodles offer,,Fast cooking,Paper,No,Yes,No,Yes,No,No,Medium,India,343,5,4.2,Not Eco
F144,Organic Pulses,Naturally grown pulses,lentils,Organic farming pack,Glass,,No,Yes,No,No,No,High,India,458,30,,Eco
F057,Packaged Bread,Soft white bread,"Refined flour, yeast pack",Fresh baked,Paper,Yes,Yes,No,No,No,Yes,Medium,India,557,6,4.5,Not Eco
F039,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,,,No,No,No,No,Yes,Medium,India,161,36,4.2,Eco
F109,organic Brown Rice,Whole grain organic rice,Brown rice,Organic certified,,No,No,Yes,No,Yes,No,Low,India,199,24,3.7,Eco
F181,Chocolate Bar,Milk chocolate batch,"Sugar, cocoa",Rich taste,Plastic,No,No,Yes,Yes,No,No,Low,India,246,43,3.6,Not Eco
F042,,Whole grain organic rice,brown rice,Organic certified,Metal,Yes,Yes,No,Yes,No,Yes,Medium,India,130,42,3.7,Eco
F186,Cooking Oil,Refined sunflower oil,,Light and healthy new,Paper,Yes,No,No,No,Yes,Yes,Low,India,336,11,4.3,Not Eco
F167,Organic Pulses,naturally grown pulses,Lentils,Organic farming,,Yes,No,Yes,Yes,Yes,No,Medium,India,237,23,3.6,Not Eco
F142,Chocolate Bar,Milk chocolate batch,"Sugar, cocoa",Rich taste,Plastic,,Yes,Yes,Yes,Yes,No,Low,India,509,29,3.7,Not Eco
F122,Cold Drink,carbonated soft drink new,,Refreshing,Plastic,No,No,Yes,No,Yes,No,High,India,182,28,3.7,Eco
F133,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,Metal,Yes,Yes,No,Yes,No,Yes,Low,India,497,52,4.4,Not Eco
F163,Organic Brown Rice,Whole grain organic rice,Brown rice,Organic certified,Metal,Yes,No,Yes,Yes,Yes,Yes,Medium,India,59,58,4.6,Not Eco
F075,Packaged Bread offer,Soft white bread,"Refined flour, yeast",Fresh baked,Metal,,Yes,Yes,No,No,No,Medium,India,129,33,3.8,Eco
F146,packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked,Paper,No,No,Yes,No,Yes,Yes,High,India,,3,4.1,Not Eco
F076,organic Pulses,Naturally grown pulses,Lentils,Organic farming,Paper,Yes,No,No,Yes,Yes,No,Medium,India,482,60,,Eco
F009,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking pack,Glass,No,No,Yes,Yes,Yes,No,Medium,India,227,57,3.9,Eco
F074,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,Plastic,Yes,No,Yes,Yes,Yes,Yes,Low,India,270,3,4.7,Eco
F186,Cooking Oil,Refined sunflower oil,Sunflower oil,light and healthy,Paper,Yes,No,No,No,Yes,Yes,Low,India,336,11,4.3,Eco
F145,Organic Honey,Pure natural honey,Honey,,Metal,Yes,No,No,Yes,No,Yes,Medium,India,381,8,4.1,Not Eco
F007,Packaged Bread,Soft white bread,,Fresh baked,Metal,Yes,Yes,No,No,No,No,High,India,364,11,3.6,Not Eco
F174,Organic Honey,Pure natural honey,Honey,No additives,Glass,Yes,Yes,No,No,Yes,Yes,Low,India,455,19,4.4,Eco
F141,Instant Noodles,,"Refined flour, preservatives",Fast cooking,Metal,No,Yes,Yes,Yes,No,No,Medium,India,157,43,4.5,Eco
F168,Green Tea Bags,Natural green tea,green tea leaves,Antioxidant rich batch,Paper,No,No,No,Yes,No,No,Medium,India,123,1,4,Not Eco
F170,Instant Noodles pack,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Paper,Yes,No,Yes,No,No,Yes,Medium,India,295,2,4.6,Not Eco
F137,Green Tea Bags,,Green tea leaves,Antioxidant rich,Glass,Yes,Yes,No,Yes,Yes,Yes,Low,India,196,24,4.1,Not Eco
F178,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Glass,No,No,Yes,Yes,Yes,Yes,Low,India,401,45,4.1,Not Eco
F027,Organic Brown Rice,Whole grain organic rice,Brown rice batch,Organic certified,,No,No,Yes,No,No,Yes,High,India,483,3,4.4,Eco
F122,cold Drink,Carbonated soft drink,"Sugar, water",refreshing,Plastic,No,No,Yes,No,Yes,No,High,India,182,28,3.7,Eco
F194,Organic Pulses,Naturally grown pulses,Lentils,Organic farming new,Metal,No,No,Yes,No,No,Yes,High,India,,42,4,Not Eco
F005,Organic Spice Mix,,,No preservatives offer,Paper,Yes,No,No,No,No,Yes,Low,India,275,43,3.7,Not Eco
F029,cooking Oil,refined sunflower oil,Sunflower oil batch,Light and healthy pack,,No,Yes,No,No,No,No,High,India,572,35,3.9,Not Eco
F165,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Paper,,No,No,Yes,No,No,High,India,71,35,3.7,Not Eco
F166,Organic Honey,Pure natural honey batch,Honey,No additives,Metal,No,Yes,Yes,Yes,Yes,No,Low,India,171,5,3.7,Eco
F083,Organic Honey,Pure natural honey,Honey,No additives,Paper,Yes,No,Yes,Yes,No,Yes,Medium,India,296,54,3.9,Not Eco
F136,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Plastic,Yes,No,Yes,No,Yes,No,Medium,India,46,12,4.1,Not Eco
F109,Organic Brown Rice,Whole grain organic rice,Brown rice,Organic certified,Glass,No,No,Yes,No,Yes,No,Low,India,199,24,3.7,Eco
F065,Chocolate Bar,Milk chocolate,"Sugar, cocoa",Rich taste pack,Paper,No,Yes,No,Yes,No,Yes,High,India,41,33,4.2,Eco
F086,,Traditional spice blend,Natural spices,no preservatives,Metal,Yes,No,No,Yes,No,No,Low,India,72,14,4.3,Eco
F145,Organic Honey,Pure natural honey batch,Honey,no additives,Metal,Yes,No,No,Yes,No,Yes,Medium,India,381,8,4.1,Not Eco
F071,Organic Brown Rice,Whole grain organic rice,brown rice,Organic certified,Paper,Yes,Yes,No,No,No,Yes,Low,India,,54,4.3,Eco
F045,Instant Noodles,,"Refined flour, preservatives",Fast cooking,Plastic,No,Yes,No,Yes,Yes,Yes,High,India,554,45,3.6,Not Eco
F132,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,Paper,No,Yes,No,No,Yes,No,High,India,509,45,5,Eco
F036,Organic Honey,Pure natural honey,Honey,No additives,Glass,No,Yes,Yes,Yes,No,Yes,Low,India,268,23,4.9,Not Eco
F070,Packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked,Glass,No,No,No,Yes,Yes,Yes,Medium,India,530,47,4.2,Not Eco
F159,Organic Pulses,Naturally grown pulses,Lentils,Organic farming,Metal,No,No,No,No,No,Yes,Medium,India,221,55,4.7,Eco
F019,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Plastic,No,Yes,Yes,No,Yes,Yes,Low,India,349,20,4.8,Eco
F189,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Glass,Yes,Yes,No,No,No,Yes,Low,India,195,60,3.9,Eco
F108,Organic Honey,,Honey,No additives,Plastic,No,Yes,Yes,Yes,Yes,Yes,Low,India,567,58,4.9,Eco
F182,,Traditional spice blend new,natural spices batch,No preservatives,Glass,Yes,Yes,Yes,No,No,Yes,High,India,308,1,4.8,Not Eco
F167,Organic Pulses,Naturally grown pulses,Lentils,Organic farming,Plastic,Yes,No,Yes,Yes,Yes,No,Medium,India,237,23,3.6,Not Eco
F091,Packaged Bread,Soft white bread pack,"Refined flour, yeast",Fresh baked,Glass,No,No,No,No,Yes,No,Low,India,533,22,4.4,Not Eco
F090,Organic Pulses,Naturally grown pulses,Lentils,Organic farming,Paper,No,Yes,No,Yes,Yes,Yes,Low,India,199,14,4.9,Not Eco
F019,Instant Noodles,,"Refined flour, preservatives",Fast cooking,Plastic,No,Yes,Yes,No,Yes,Yes,Low,India,349,20,4.8,Eco
F039,Instant Noodles,Quick cook noodles batch,"Refined flour, preservatives",fast cooking,Metal,No,No,No,No,No,Yes,Medium,India,161,36,4.2,Eco
F126,Organic Brown Rice,Whole grain organic rice,Brown rice,Organic certified,Plastic,Yes,Yes,No,No,No,Yes,High,India,406,1,4.8,Eco
F195,Green Tea Bags,Natural green tea,Green tea leaves,Antioxidant rich,Plastic,No,Yes,No,No,No,No,Low,India,599,7,3.9,Not Eco
F173,Packaged Bread pack,Soft white bread,"Refined flour, yeast new",Fresh baked,Metal,No,Yes,No,No,No,No,Medium,India,571,1,4.9,Eco
F141,Instant Noodles,Quick cook noodles,"Refined flour, preservatives pack",Fast cooking,Metal,No,Yes,Yes,Yes,No,No,Medium,India,157,43,4.5,Eco
F126,Organic Brown Rice,Whole grain organic rice,Brown rice,Organic certified,Plastic,Yes,Yes,No,No,No,Yes,High,India,406,1,4.8,Eco
F058,Packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked,Glass,Yes,Yes,No,Yes,Yes,Yes,Low,India,568,9,3.6,Not Eco
F148,Green Tea Bags,Natural green tea,Green tea leaves,Antioxidant rich,Glass,Yes,No,Yes,No,No,No,Medium,India,320,35,4.1,Eco
F200,Organic Spice Mix new,Traditional spice blend,Natural spices,No preservatives,Paper,No,Yes,Yes,No,No,No,Medium,India,314,48,4.6,Not Eco
F061,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Plastic,Yes,No,Yes,Yes,Yes,Yes,High,India,435,50,4.1,Eco
F127,cold Drink,carbonated soft drink,"Sugar, water",Refreshing new,Glass,Yes,Yes,Yes,Yes,Yes,Yes,High,India,58,24,4.8,Eco
F105,Cooking Oil,Refined sunflower oil,Sunflower oil,Light and healthy batch,Glass,Yes,Yes,No,No,Yes,No,Low,India,495,31,4.8,Not Eco
F167,Organic Pulses,Naturally grown pulses,Lentils,Organic farming,Plastic,,No,Yes,Yes,Yes,No,Medium,India,237,23,3.6,Not Eco
F001,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Plastic,No,Yes,No,Yes,Yes,No,Low,India,186,33,4.5,Not Eco
F131,Chocolate Bar,Milk chocolate,"Sugar, cocoa",Rich taste,Metal,Yes,No,Yes,No,Yes,Yes,Low,India,505,35,4.7,Eco
F092,Cold Drink offer,Carbonated soft drink batch,"Sugar, water",Refreshing,Paper,No,Yes,Yes,Yes,No,No,Medium,India,200,54,3.6,Eco
F190,Green Tea Bags,Natural green tea,Green tea leaves,Antioxidant rich,Paper,No,Yes,Yes,No,Yes,No,Medium,India,105,17,3.6,Not Eco
F191,Cooking Oil,Refined sunflower oil,Sunflower oil,Light and healthy,Paper,Yes,No,Yes,No,No,Yes,Low,India,525,49,4.4,Eco
F113,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Glass,No,No,Yes,No,No,Yes,High,India,499,28,3.7,Eco
F153,Cold Drink offer,Carbonated soft drink,"Sugar, water",Refreshing,Plastic,Yes,Yes,No,No,No,Yes,High,India,216,21,3.7,Eco
F056,Organic Brown Rice,Whole grain organic rice,Brown rice,Organic certified,Glass,Yes,No,No,Yes,No,Yes,Medium,India,517,,4.4,Not Eco
F161,Organic Honey,Pure natural honey,Honey,no additives,Glass,,Yes,No,No,Yes,Yes,High,India,330,17,3.7,Eco
F166,Organic Honey new,Pure natural honey,Honey,No additives,Metal,No,Yes,Yes,Yes,Yes,No,Low,India,171,5,3.7,Eco
F117,Organic Pulses,Naturally grown pulses,Lentils,Organic farming,,Yes,Yes,Yes,Yes,Yes,No,Low,India,177,59,4.1,Not Eco
F134,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",fast cooking,Paper,Yes,Yes,Yes,Yes,Yes,No,Low,India,415,24,4.4,Not Eco
F058,Packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked,Glass,Yes,Yes,No,Yes,Yes,Yes,Low,India,568,9,3.6,Not Eco
F044,Organic Pulses,Naturally grown pulses,Lentils,Organic farming,Paper,Yes,No,Yes,No,No,No,High,India,63,47,3.7,Not Eco
F173,Packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked,Metal,No,Yes,No,No,No,No,Medium,India,571,1,4.9,Eco
F160,Organic Pulses batch,Naturally grown pulses,Lentils,Organic farming,Paper,No,No,No,No,No,No,Low,India,386,28,4.6,Not Eco
F173,Packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked,Metal,No,Yes,No,No,No,No,Medium,India,571,1,4.9,Not Eco
F061,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",,Plastic,Yes,No,Yes,Yes,Yes,Yes,High,India,435,50,4.1,Eco
F047,Cold Drink batch,Carbonated soft drink,"Sugar, water",Refreshing,Metal,Yes,Yes,No,No,Yes,Yes,Medium,India,103,7,3.7,Not Eco
F149,,Refined sunflower oil,Sunflower oil batch,Light and healthy offer,Paper,No,No,Yes,Yes,No,Yes,High,India,281,35,3.8,Eco
F080,Organic Pulses batch,Naturally grown pulses,Lentils,Organic farming,,Yes,No,Yes,No,No,Yes,High,India,340,13,4.4,Eco
F118,Green Tea Bags,Natural green tea,,,Plastic,No,Yes,Yes,No,No,Yes,Medium,India,179,45,5,Eco
F164,Organic Honey,Pure natural honey,Honey,,,No,Yes,No,No,No,Yes,Low,India,199,10,4.1,Not Eco
F147,Organic Spice Mix,Traditional spice blend,natural spices,no preservatives,Plastic,,No,No,No,Yes,No,Low,India,349,18,3.6,Eco
F020,Packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked,Metal,No,Yes,No,No,No,Yes,Low,India,555,47,3.6,Not Eco
F185,Chocolate Bar,Milk chocolate,"Sugar, cocoa",Rich taste,Glass,,No,No,No,No,Yes,Medium,India,326,50,4.4,Eco
F146,Packaged Bread,Soft white bread,"refined flour, yeast",Fresh baked batch,Paper,No,No,Yes,No,Yes,Yes,High,India,414,3,4.1,Eco
F047,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Metal,Yes,Yes,No,No,Yes,Yes,Medium,India,103,7,3.7,Not Eco
F049,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,,Yes,No,Yes,Yes,No,No,High,India,175,26,3.9,Eco
F014,Green Tea Bags,Natural green tea,Green tea leaves,Antioxidant rich,Paper,No,No,No,No,No,Yes,Low,India,,9,4.6,Not Eco
F143,Organic Brown Rice,Whole grain organic rice,Brown rice,Organic certified,Paper,No,Yes,Yes,No,Yes,Yes,High,India,156,30,3.9,Eco
F159,Organic Pulses,naturally grown pulses,Lentils,Organic farming,Metal,No,No,No,No,No,Yes,Medium,India,221,,4.7,Not Eco
F001,Cold Drink offer,Carbonated soft drink,"Sugar, water",Refreshing,Plastic,No,Yes,No,Yes,Yes,No,Low,India,186,33,4.5,Eco
F117,Organic Pulses,Naturally grown pulses,Lentils,Organic farming,Metal,Yes,Yes,Yes,Yes,Yes,No,Low,India,177,59,4.1,Not Eco
F054,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,Paper,,No,No,No,Yes,Yes,Low,India,530,34,4.7,Eco
F118,Green Tea Bags,Natural green tea,Green tea leaves offer,antioxidant rich pack,Plastic,No,Yes,Yes,No,No,Yes,Medium,India,179,45,5,Eco
F003,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Paper,No,Yes,No,Yes,No,No,Medium,India,395,26,4.1,Not Eco
F144,Organic Pulses,Naturally grown pulses,Lentils,Organic farming,Glass,No,No,Yes,No,No,No,High,India,458,30,4.5,Eco
F185,,Milk chocolate,"Sugar, cocoa",Rich taste,Glass,No,No,No,No,No,Yes,Medium,India,326,50,4.4,Eco
F012,Organic Brown Rice,whole grain organic rice,,Organic certified,Glass,No,No,No,No,Yes,No,High,India,448,19,,Not Eco
F074,Organic Spice Mix,Traditional spice blend,,No preservatives,Plastic,Yes,No,Yes,Yes,Yes,Yes,Low,India,270,3,4.7,Eco
F016,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking batch,Paper,,No,Yes,Yes,No,Yes,High,India,248,47,4.2,Not Eco
F200,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,Paper,No,Yes,Yes,No,No,No,Medium,India,314,48,4.6,Not Eco
F102,Green Tea Bags,Natural green tea,green tea leaves,Antioxidant rich,Paper,No,No,Yes,No,No,No,High,India,46,33,3.8,Eco
F152,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Paper,Yes,Yes,Yes,Yes,No,Yes,Medium,India,344,46,4.4,Not Eco
F156,packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked batch,Metal,No,No,Yes,Yes,Yes,Yes,High,India,143,6,4.4,Not Eco
F117,Organic Pulses,,Lentils pack,Organic farming,Metal,Yes,Yes,Yes,Yes,Yes,No,Low,India,177,59,4.1,Not Eco
F008,,Refined sunflower oil,Sunflower oil,Light and healthy,Metal,No,No,Yes,No,Yes,No,High,India,427,57,4.3,Not Eco
F122,Cold Drink,carbonated soft drink,,Refreshing,Plastic,No,No,Yes,No,Yes,No,High,India,182,28,3.7,Eco
F092,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Paper,No,Yes,Yes,Yes,No,No,Medium,India,200,54,3.6,Eco
F164,Organic Honey,,Honey,No additives,Metal,No,Yes,No,No,No,Yes,Low,India,199,10,4.1,Not Eco
F090,Organic Pulses,Naturally grown pulses,Lentils,,Paper,No,Yes,No,Yes,Yes,Yes,Low,India,199,14,4.9,Not Eco
